date,meal_type,title,brand,serving_name,amount,amount_in_grams,calories,carbs,carbs_fiber,carbs_sugar,cholesterol,fat,fat_saturated,fat_unsaturated,potassium,protein,sodium
2020-06-15,breakfast,Chorizo Salami (Correct),Gøl,Slice,2.0,10.0,45.800000000000004,0.25,0.0,0.1,0.0,4.1000000000000005,1.6,0.0,0.0,2.0,0.0004
2020-06-15,dinner,Rökt familjeskinka Est,,skiva,15.0,15.0,145.5,1.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,25.5,0.0
2020-06-15,dinner,Cereales Corn Flakes Original,,g,25.0,25.0,89.25,21.0,0.0,2.5,0.0,0.10000000149011612,0.02500000037252903,0.05000000074505806,0.042,2.0,0.18225
2020-06-15,dinner,Naturell Yoghurt 3%,Arla,g,152.0,152.0,91.2,5.775999927520752,0.0,5.775999927520752,0.0,4.5600000000000005,2.887999963824,1.6720000361760001,0.0,5.1680001450079995,0.0
2020-06-15,dinner,Knäckebröd,Wasa frukost,g,42.0,42.0,168.0,27.3,2.94,1.68,0.0,3.78,1.26,2.52,0.0,5.04,0.0
2020-06-15,dinner,Sweet bell peppers,Sunset,g,132.0,132.0,38.28,7.7647058808,1.5529411788000003,6.211764702000001,0.0,0.0,0.0,0.0,0.0,1.5529411788000003,0.054352941178800004
2020-06-15,dinner,Raddish,Tesco,g,25.0,25.0,3.5,0.475,0.225,0.475,0.0,0.05,0.025,0.0,0.0,0.175,0.01
2020-06-15,dinner,Cucumber,,g,56.0,56.0,8.4,2.0328,0.28,0.9352,0.0,0.06160000000000001,0.020720000000000002,0.20720000000000002,0.08232,0.392,0.0011200000000000001
2020-06-15,dinner,"Guacamole, lätt",,ml,50.0,50.0,80.0,3.700000047683715,3.0,0.69999998807907,0.0,6.84999990463255,1.200000047683715,5.65000009536745,0.0,0.85000002384186,0.00075
2020-06-15,lunch,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-15,lunch,Schinken-Eisbein,Land-Hof,g,120.0,120.0,241.2,1.2,0.0,0.0,0.0,15.6,6.24,0.0,0.0,24.0,0.000708
2020-06-15,lunch,Felix Smörgåsgurka,Felix,g,100.0,100.0,60.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.017
2020-06-15,lunch,Sweet Potato (Baked),,g,204.0,204.0,381.48,89.76,12.24,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0
2020-06-15,lunch,Red onion,,g,20.0,20.0,8.0,1.868,0.34,0.8400000000000001,0.0,0.020000000000000004,0.0,0.0,0.0292,0.22000000000000003,0.0008
2020-06-15,snack,Orange,,g,170.0,170.0,78.2,19.618,4.08,15.538,0.0,0.357,0.0425,0.1377,0.2873,1.19,0.0
2020-06-15,snack,Granny Smith äpple,,g,160.0,160.0,68.8,15.040000000000001,4.0,14.080000000000002,,0.16000000000000003,,,0.09984,0.0,
2020-06-16,breakfast,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-16,breakfast,Rökt familjeskinka Est,,skiva,15.0,15.0,145.5,1.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,25.5,0.0
2020-06-16,breakfast,Impact Whey Isolate,MyProtein,g,56.0,56.0,208.32,1.4,0.448,1.4,0.0,0.224,0.224,0.0,0.0,50.4,0.00728
2020-06-16,breakfast,Jubileums kaka Polarbröd,Polarbröd,g,30.0,30.0,87.0,13.799999999999999,0.77999997138,1.5299999713799999,0.0,1.9799999713799998,0.24000000357,1.73999996781,0.0,2.6999999999999997,2.19e-07
2020-06-16,breakfast,Sweet bell peppers,Sunset,g,90.0,90.0,26.1,5.294117646,1.058823531,4.235294115,0.0,0.0,0.0,0.0,0.0,1.058823531,0.037058823531
2020-06-16,breakfast,"Guacamole, lätt",,ml,22.0,22.0,35.2,1.6280000209808345,1.32,0.30799999475479084,0.0,3.013999958038322,0.5280000209808345,2.4860000419616783,0.0,0.3740000104904184,0.00033
2020-06-16,dinner,Raw egg yolk,,g,42.0,42.0,135.24,1.512,0.0,0.252,0.4557,11.129999999999999,4.032,6.678,0.04578,6.678,0.02016
2020-06-16,dinner,Raw egg white,,g,40.0,40.0,20.8,0.292,0.0,0.284,0.0,0.068,0.0,0.0,0.06520000000000001,4.36,0.0664
2020-06-16,dinner,Baby plum tomatoes,,g,100.0,100.0,20.0,4.0,1.0,3.0999999046,0.0,0.3000000119,1.2000000477,0.1000000015,0.0,0.6999999881,0.0
2020-06-16,dinner,Pågen Rosta,Pågen,g,58.0,58.0,153.7,27.259999999999998,2.03,2.03,0.0,1.276000027656555,0.174,1.276,0.0,5.568000221252441,0.58
2020-06-16,dinner,Sweet bell peppers,Sunset,g,129.0,129.0,37.410000000000004,7.588235292599999,1.5176470611000001,6.0705882315,0.0,0.0,0.0,0.0,0.0,1.5176470611000001,0.053117647061100004
2020-06-16,dinner,Gurka,,g,145.0,145.0,17.4,3.045,1.0585,0.0,0.0,0.0725,0.0,0.0,0.0,1.16,0.0
2020-06-16,dinner,cannelloni à la ricotta et aux epinards,picard,g,211.0,211.0,291.18,27.43,2.53200010061264,5.9079998993873595,0.0,13.715,7.595999798774719,0.0,0.0,13.925999798774718,0.1055
2020-06-16,lunch,Felix Smörgåsgurka,Felix,g,100.0,100.0,60.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,0.017
2020-06-16,lunch,cannelloni à la ricotta et aux epinards,picard,g,354.0,354.0,488.52,46.02,4.248000168800354,9.911999831199646,0.0,23.01,12.743999662399291,0.0,0.0,23.36399966239929,0.17700000000000002
2020-06-16,snack,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-16,snack,Cherries,,g,106.0,106.0,66.78,16.9706,2.2260000000000004,13.589200000000002,0.0,0.21200000000000002,0.04028,0.10494,0.23532,1.1236000000000002,0.0
2020-06-17,breakfast,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-17,breakfast,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-17,breakfast,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-17,breakfast,Knäckebröd,Wasa frukost,g,42.0,42.0,168.0,27.3,2.94,1.68,0.0,3.78,1.26,2.52,0.0,5.04,0.0
2020-06-17,breakfast,Baby plum tomatoes,,g,78.0,78.0,15.600000000000001,3.12,0.78,2.417999925588,0.0,0.234000009282,0.936000037206,0.07800000117,0.0,0.545999990718,0.0
2020-06-17,breakfast,"Radisser, rå",,g,45.0,45.0,6.3,1.125,0.584999978542326,0.566999995708467,0.0,0.045000000670552195,0.045000000670552195,0.0,0.11205,0.36000000536441806,0.0
2020-06-17,breakfast,Gurka,,g,136.0,136.0,16.32,2.8560000000000003,0.9928,0.0,0.0,0.068,0.0,0.0,0.0,1.088,0.0
2020-06-17,breakfast,Makrillfilé i tomatsås,Favor!t,whole,1.0,125.0,173.75,3.25,1.0,2.875,0.0,10.75,2.375,7.75,0.0,15.0,0.00125
2020-06-17,dinner,Rökt familjeskinka Est,,skiva,10.0,10.0,97.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0
2020-06-17,dinner,Äggvita Pastoriserad,Lantägg [N],g,300.0,300.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.099999999999998,0.46799999999999997
2020-06-17,dinner,Raps Olja,Zeta,g,4.0,4.0,32.96,0.0,0.0,0.0,0.0,3.6639999389648437,0.34799999237060564,3.3160000610351563,0.0,0.0,0.0
2020-06-17,dinner,Jubileumskakor,Polarbröd,g,35.0,35.0,101.50000000000001,16.1,0.9100000000000001,1.7850000000000001,0.0,2.31,0.28,2.0300000000000002,0.0,3.1500000000000004,0.0
2020-06-17,dinner,Zucchini Raw,,g,161.0,161.0,27.37,4.9910000000000005,1.61,4.025,0.0,0.483,0.16100000000000003,0.16100000000000003,0.0042021,1.932,0.01288
2020-06-17,dinner,Gurka,,g,125.0,125.0,15.0,2.625,0.9125,0.0,0.0,0.0625,0.0,0.0,0.0,1.0,0.0
2020-06-17,dinner,Onions raw,,g,57.0,57.0,22.800000000000004,5.3238000855,0.9690000285000001,2.4167998689,0.0,0.05700000000000001,0.023940000000000003,0.0171,0.08322,0.6270000114000001,0.0022800000000000003
2020-06-17,lunch,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-17,lunch,Lime,,g,33.0,33.0,15.510000000000002,3.3990000000000005,0.165,0.198,0.0,0.066,0.033,0.033,0.03366,0.23099999999999998,0.00066
2020-06-17,lunch,Äggvita Pastoriserad,Lantägg [N],g,100.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.156
2020-06-17,lunch,Arla mellanmjölk 1.5%,Arla,g,102.0,102.0,45.900000000000006,4.998000097277401,0.0,4.998000097277401,0.0,1.53,1.02,0.51,0.00102,3.5700000000000003,0.0102
2020-06-17,lunch,Jennys Kåldolme,Dafgårds,g,166.0,166.0,166.0,17.43,2.407,8.3,0.0,8.715,3.071,5.644,0.0,4.565,0.01992
2020-06-17,lunch,Familjen Dafgård Kyckling Jacob,Familjen Dafgård,g,282.0,282.0,315.84,40.58048780487805,3.714146407057599,10.317073170731707,0.0,10.317073170731707,5.43365860217955,4.883414568552157,0.0,15.81951219512195,2.407317073212
2020-06-17,lunch,I dl osockrade blåbär,Magnihill,g,112.0,112.0,50.400000000000006,11.200000000000001,4.031999893188479,7.168000106811522,0.0,0.56,0.0,0.56,0.0,0.784,0.0
2020-06-17,snack,Coca-cola zero sugar,Coca-cola,cl,33.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999990000000001e-05
2020-06-17,snack,Nick's Coconut,Nick's,Bar,1.0,40.0,162.0,13.100000381469727,8.35999984741211,2.5,0.0,12.800000190734863,9.719999694824219,3.0799999237060547,0.0,1.8799999237060547,0.03
2020-06-17,snack,Jordgubbar,,g,107.0,107.0,34.24,8.217600000000001,2.14,5.2323,0.0,0.321,0.016050000000000002,0.21186000000000002,0.16371,0.7169000000000001,0.00107
2020-06-18,breakfast,Impact whey isolate choco peanut,My Protein,g,75.0,75.0,258.75,2.1750000715255737,0.0,2.1750000715255737,0.0,0.75,0.15000000223517418,0.6000000089406967,0.0,60.75,0.037500000000000006
2020-06-18,breakfast,Jordnötssmör creamy,Skippy,g,9.0,9.0,55.71,1.269000034332273,0.7559999656677243,0.99,0.0,4.643999862670899,0.8999999999999999,3.78,0.0,1.9890000343322731,0.0423
2020-06-18,dinner,Rökt familjeskinka Est,,skiva,2.0,2.0,19.400000000000002,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3.4,0.0
2020-06-18,dinner,Slotts orginal senap,,g,15.0,15.0,23.7,2.25,0.8399999856948852,2.25,0.0,0.9299999713897704,0.12000000178813934,0.0,0.0,0.8999999999999999,0.0
2020-06-18,dinner,Sara Lee,Pizzadeg XXL,g,225.0,225.0,603.0,105.07500171661377,3.825000107288361,4.0499998927116385,0.0,11.699999570846558,1.5749999731779099,0.0,0.0,17.550000429153442,0.002024999965215102
2020-06-18,dinner,Riven Gouda,Arla,g,30.0,30.0,105.89999999999999,0.42,0.0,0.0,0.0,8.4,5.3999999999999995,3.0,0.0,6.8999999999999995,0.0
2020-06-18,dinner,Chorizo Salami (Correct),Gøl,g,30.0,30.0,137.4,0.75,0.0,0.3,0.0,12.299999999999999,4.8,0.0,0.0,6.0,0.0012
2020-06-18,lunch,Felix Smörgåsgurka,Felix,g,35.0,35.0,21.000000000000004,4.2,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.2449999958276749,0.005950000000000001
2020-06-18,lunch,Chocolate brownie,Nick’s,g,86.0,86.0,108.36,3.01,7.223999671936035,4.128000164031983,0.0,4.128,3.01,1.1179999589920044,0.0,6.536,0.0
2020-06-18,lunch,Fiskgratäng räk & dillsås,Findus,g,305.0,305.0,308.05,30.194998836517318,1.830000072717663,4.2699999272823375,0.0,11.285000145435285,3.355000072717663,3.0500000000000003,0.00030500000454485385,20.43499941825866,0.9455000000000001
2020-06-18,snack,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-18,snack,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-18,snack,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-18,snack,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-18,snack,Rökt familjeskinka Est,,skiva,5.0,5.0,48.5,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,8.5,0.0
2020-06-18,snack,Jubileumskakor,Polarbröd,g,37.0,37.0,107.3,17.02,0.962,1.8869999999999998,0.0,2.4419999999999997,0.296,2.146,0.0,3.33,0.0
2020-06-18,snack,Barebells proteinbar salty peanut,,Standard serving,1.0,55.0,200.20000000000002,14.850000000000001,3.904999947547913,0.0,0.0,8.25,4.4,3.8500000000000005,0.0,19.8,0.025300000000000003
2020-06-19,breakfast,Äggvita Pastoriserad,Lantägg [N],g,300.0,300.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.099999999999998,0.46799999999999997
2020-06-19,breakfast,Falukorv 58% kött,Scan,g,82.0,82.0,213.20000000000002,3.2800000000000002,0.0,0.16400000000000003,0.05330000000000001,18.860000000000003,7.0520000000000005,10.906,0.09512000000000001,8.118,0.6560000000000001
2020-06-19,breakfast,Highland Beef Talg,Johan Jureskog Selection,g,4.0,4.0,36.0,0.0,0.0,0.0,0.0,4.0,2.2800000000000002,1.56,0.0,0.0,0.0
2020-06-19,breakfast,Zucchini Raw,,g,170.0,170.0,28.9,5.27,1.7,4.25,0.0,0.51,0.17,0.17,0.004437,2.04,0.0136
2020-06-19,lunch,Cereales Corn Flakes Original,,g,25.0,25.0,89.25,21.0,0.0,2.5,0.0,0.10000000149011612,0.02500000037252903,0.05000000074505806,0.042,2.0,0.18225
2020-06-19,lunch,"Skivad karré, med ben","ICA, Svenska Gårdar",g,601.0,601.0,1021.6999999999999,0.0,0.0,0.0,0.0,66.11,28.848,0.0,0.0,108.17999999999999,0.0
2020-06-19,lunch,Naturell Yoghurt 3%,Arla,g,74.0,74.0,44.4,2.8119999647019998,0.0,2.8119999647019998,0.0,2.2199999999999998,1.4059999823879998,0.814000017612,0.0,2.5160000705959997,0.0
2020-06-19,lunch,Potatis kokt med skal,Delikatess potatis påse,g,92.0,92.0,69.0,14.72,1.2879999780654907,1.3800000000000001,0.0,0.09200000000000001,0.0184,0.0,0.0,1.84,0.0
2020-06-19,lunch,Sweet potato raw,,g,306.0,306.0,284.58,65.17799766540544,7.344000291824336,17.44199941635133,0.0,0.9180000364780427,0.30600000455975496,0.6120000091195099,0.0,3.6720001459121834,0.0
2020-06-19,lunch,plommon tomater nytt,zeta,g,57.0,57.0,14.250000000000002,2.451,0.0,0.0,0.0,0.28500000000000003,0.0,0.0,0.0,0.5700000000000001,0.0
2020-06-19,lunch,"Carrot, Raw",,g,281.0,281.0,115.21000000000001,26.976,7.867999999999999,13.207,0.0,0.562,0.0,0.562,0.8992,2.529,0.19389
2020-06-19,lunch,Gurka,,g,118.0,118.0,14.16,2.4779999999999998,0.8613999999999999,0.0,0.0,0.059,0.0,0.0,0.0,0.944,0.0
2020-06-19,lunch,Zucchini Raw,,g,204.0,204.0,34.68,6.324000000000001,2.04,5.1,0.0,0.612,0.20400000000000001,0.20400000000000001,0.0053244,2.448,0.01632
2020-06-19,lunch,Köttbullar Mamma Scan,,g,253.0,253.0,556.6,20.240000000000002,0.0,2.5300000000000002,0.0,37.95,15.180000000000001,22.770000000000003,0.0,32.89,3.5420000000000007
2020-06-19,snack,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-19,snack,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-19,snack,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-19,snack,Arla mellanmjölk 1.5%,Arla,g,103.0,103.0,46.35,5.0470000982311,0.0,5.0470000982311,0.0,1.545,1.03,0.515,0.00103,3.605,0.0103
2020-06-19,snack,Jubileumskakor,Polarbröd,g,35.0,35.0,101.50000000000001,16.1,0.9100000000000001,1.7850000000000001,0.0,2.31,0.28,2.0300000000000002,0.0,3.1500000000000004,0.0
2020-06-19,snack,Radishes raw,,g,44.0,44.0,7.04,1.496000044,0.7040000088,0.8184000044,0.0,0.044000000000000004,0.01408,0.0286,0.10252,0.2992000044,0.01716
2020-06-19,snack,Pears raw,,g,150.0,150.0,85.5,22.84499931,4.6499998499999995,14.625,0.0,0.21000000000000002,0.033,0.267,0.17400000000000002,0.5400000149999999,0.0015
2020-06-19,snack,Chorizo Salami (Correct),Gøl,Slice,2.0,10.0,45.800000000000004,0.25,0.0,0.1,0.0,4.1000000000000005,1.6,0.0,0.0,2.0,0.0004
2020-06-20,breakfast,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-20,breakfast,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-20,breakfast,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-20,breakfast,Cereales Corn Flakes Original,,g,28.0,28.0,99.96000000000001,23.520000000000003,0.0,2.8000000000000003,0.0,0.11200000166893007,0.028000000417232516,0.05600000083446503,0.047040000000000005,2.24,0.20412000000000002
2020-06-20,breakfast,Naturell Yoghurt 3%,Arla,g,420.0,420.0,252.0,15.95999979966,0.0,15.95999979966,0.0,12.600000000000001,7.97999990004,4.62000009996,0.0,14.28000040068,0.0
2020-06-20,dinner,Slotts orginal senap,,g,11.0,11.0,17.38,1.65,0.6159999895095826,1.65,0.0,0.6819999790191651,0.08800000131130219,0.0,0.0,0.66,0.0
2020-06-20,dinner,Grillkorv bacon & ost,,g,244.0,244.0,658.8,17.08,0.0,0.0,0.0,53.68,21.96,31.72,0.0,29.28,2.0496
2020-06-20,dinner,Hönö Skärgårdskaka,Pågen,g,42.0,42.0,124.32,21.84,1.3859999799728393,4.2,0.0,1.89,0.21,1.68,0.0,3.822000160217285,0.0
2020-06-20,dinner,Radish,,g,42.0,42.0,6.72,1.428,0.672,0.7812,0.0,0.042,0.01344,0.0273,0.09786,0.2856,0.01638
2020-06-20,dinner,Romansallat,ICA,g,61.0,61.0,9.15,0.793,1.098,0.793,0.0,0.0,0.0,0.0,0.0,1.159,0.0
2020-06-20,dinner,Snackgurka,Gällenäs Grönsaker,g,40.0,40.0,4.4,0.9199999999999999,0.0,0.0,0.0,0.04000000000000001,0.0,0.0,0.064,0.32000000000000006,0.0012000000000000001
2020-06-20,dinner,Pear,,g,67.0,67.0,38.190000000000005,10.2041,2.0770000000000004,6.532500000000001,0.0,0.09380000000000001,0.01474,0.0536,0.07772000000000001,0.2412,0.004690000000000001
2020-06-20,lunch,Watermelon raw,,g,106.0,106.0,31.8,8.0030002014,0.42400001060000003,6.5719997986,0.0,0.1590000106,0.016960000000000003,0.09222,0.11872,0.6466000106,0.0010600000000000002
2020-06-20,lunch,Strawberries raw,,g,28.0,28.0,8.96,2.1503999524000004,0.56,1.3691999636,0.0,0.0840000028,0.004200000000000001,0.05544000000000001,0.04284,0.18760000560000004,0.00028000000000000003
2020-06-20,snack,Coffee,,cl,10.0,100.0,8.0,0.24,0.0,0.0,0.0,0.68,0.44,0.0,0.0,0.16,0.0
2020-06-20,snack,Coffee,,cl,10.0,100.0,8.0,0.24,0.0,0.0,0.0,0.68,0.44,0.0,0.0,0.16,0.0
2020-06-20,snack,Arla mellanmjölk 1.5%,Arla,g,151.0,151.0,67.95,7.3990001440087,0.0,7.3990001440087,0.0,2.265,1.51,0.755,0.00151,5.285,0.0151
2020-06-21,breakfast,Arla mellanmjölk 1.5%,Arla,g,101.0,101.0,45.45,4.949000096323701,0.0,4.949000096323701,0.0,1.5150000000000001,1.0100000000000002,0.5050000000000001,0.0010100000000000003,3.5350000000000006,0.010100000000000001
2020-06-21,breakfast,Impact whey isolate choco peanut,My Protein,g,41.0,41.0,141.45000000000002,1.189000039100647,0.0,1.189000039100647,0.0,0.41000000000000003,0.08200000122189523,0.3280000048875809,0.0,33.21,0.020500000000000004
2020-06-21,breakfast,Cereales Corn Flakes Original,,g,50.0,50.0,178.5,42.0,0.0,5.0,0.0,0.20000000298023224,0.05000000074505806,0.10000000149011612,0.084,4.0,0.3645
2020-06-21,breakfast,Coffee,,dl,2.0,200.0,16.0,0.48,0.0,0.0,0.0,1.36,0.88,0.0,0.0,0.32,0.0
2020-06-21,breakfast,Coffee,,dl,2.0,200.0,16.0,0.48,0.0,0.0,0.0,1.36,0.88,0.0,0.0,0.32,0.0
2020-06-21,breakfast,Coffee,,dl,1.0,100.0,8.0,0.24,0.0,0.0,0.0,0.68,0.44,0.0,0.0,0.16,0.0
2020-06-21,dinner,Arla mellanmjölk 1.5%,Arla,g,307.0,307.0,138.15,15.0430002927859,0.0,15.0430002927859,0.0,4.605,3.0700000000000003,1.5350000000000001,0.0030700000000000002,10.745000000000001,0.0307
2020-06-21,dinner,Arla mellanmjölk 1.5%,Arla,g,200.0,200.0,90.0,9.80000019074,0.0,9.80000019074,0.0,3.0,2.0,1.0,0.002,7.0,0.02
2020-06-21,dinner,Falukorv 58% kött,Scan,g,152.0,152.0,395.2,6.08,0.0,0.30400000000000005,0.0988,34.96,13.072,20.216,0.17632,15.048,1.2160000000000002
2020-06-21,dinner,Plum tomatoes,,g,17.0,17.0,4.590000000000001,1.02,0.17,0.68,0.0,0.01700000025331974,1.70000001986637e-08,0.01700000025331974,0.0,0.34,0.0459
2020-06-21,dinner,Cereales Corn Flakes Original,,g,30.0,30.0,107.1,25.2,0.0,3.0,0.0,0.12000000178813934,0.030000000447034835,0.06000000089406967,0.0504,2.4,0.21869999999999998
2020-06-21,dinner,Hönö Skärgårdskaka,Pågen,g,44.0,44.0,130.24,22.88,1.451999979019165,4.4,0.0,1.98,0.22,1.76,0.0,4.00400016784668,0.0
2020-06-21,dinner,Radish,,g,30.0,30.0,4.8,1.02,0.48,0.558,0.0,0.03,0.0096,0.0195,0.0699,0.20400000000000001,0.0117
2020-06-21,lunch,Raps Olja,Zeta,g,9.0,9.0,74.16,0.0,0.0,0.0,0.0,8.243999862670899,0.7829999828338626,7.461000137329101,0.0,0.0,0.0
2020-06-21,lunch,Fläsk karré,,g,186.0,186.0,459.42,0.0,0.0,0.0,0.15252000000000002,27.900000000000002,9.85800035476684,4.4640001773834195,0.75516,50.220000000000006,0.41106000000000004
2020-06-21,lunch,Green Bell Pepper (large),,g,160.0,160.0,32.0,7.414633600000001,2.7317072000000002,0.0,0.0,0.29268320000000003,0.0,0.0,0.0,1.3658544,0.004780800000000001
2020-06-21,lunch,Watermelon,,g,38.0,38.0,11.4,2.8689999999999998,0.15200000000000002,2.3560000000000003,0.0,0.056999999999999995,0.00608,0.03306,0.04256,0.2318,0.00038
2020-06-21,lunch,Barbecue sauce,Sweet baby ray's,g,14.0,14.0,26.46,6.8108108110000005,0.0,6.054054053600001,0.0,0.0,0.0,0.0,0.0,0.0,0.10972972972920002
2020-06-21,lunch,"Carrot, Raw",,g,160.0,160.0,65.60000000000001,15.36,4.4799999999999995,7.5200000000000005,0.0,0.32000000000000006,0.0,0.32000000000000006,0.512,1.4400000000000002,0.11040000000000001
2020-06-22,breakfast,Coffee,,dl,1.0,100.0,8.0,0.24,0.0,0.0,0.0,0.68,0.44,0.0,0.0,0.16,0.0
2020-06-22,breakfast,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-22,breakfast,Coffee,,cl,15.0,150.0,12.0,0.36,0.0,0.0,0.0,1.02,0.66,0.0,0.0,0.24,0.0
2020-06-22,breakfast,Äggvita Pastoriserad,Lantägg [N],g,312.0,312.0,124.80000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.264,0.48672000000000004
2020-06-22,breakfast,Yellow Bell Pepper,,g,122.0,122.0,31.72,7.742307580434359,2.111538405601795,1.642307664339359,0.0,0.24400000363588334,0.0,0.0,0.2580769230769231,1.22,0.0
2020-06-22,breakfast,Tortilla corn & wheat,Santa Maria,g,40.0,40.0,117.60000000000001,20.0,0.8,1.2800000000000002,0.0,2.2399999999999998,0.48,1.7600000000000002,0.0,3.08,0.0
2020-06-22,breakfast,Highland Beef Talg,Johan Jureskog Selection,g,5.0,5.0,45.0,0.0,0.0,0.0,0.0,5.0,2.85,1.9500000000000002,0.0,0.0,0.0
